chr_rna_RCH	start_rna_RCH	end_rna_RCH	gene_name__RCH	score	str_RCH	gene_type_RCH	gene_name_not_uniq_RCH	from_RCH	id_RCH	chr_rna	start_rna	end_rna	gene_name	lala	str	gene_id	overlap	merge_len	overlap/merge_len	len_RCH	len
chr5	5132101	5140119	CTD-2297D10.2	100	-	lncRNA	CTD-2297D10.2	gencode	168296	chr5	5132100	5140119	AC022424.1	100	-	ENSG00000250579.2	8018	8019	0.9998752961715924	8019	8020
chr5	6310441	6339884	LINC02145	100	-	lncRNA	LINC02145	gencode	168364	chr5	6310440	6339884	LINC02145	100	-	ENSG00000250490.1	29443	29444	0.9999660372232033	29444	29445
chr5	6582136	6600288	LINC01018	100	+	lncRNA	LINC01018	gencode	168401	chr5	6582135	6600288	LINC01018	100	+	ENSG00000250056.7	18152	18153	0.9999449126866082	18153	18154
chr5	6686325	6707711	LINC02102	100	-	lncRNA	LINC02102	gencode	168412	chr5	6686324	6707711	LINC02102	100	-	ENSG00000248677.2	21386	21387	0.999953242624024	21387	21388
chr5	8450701	8486930	MIR4458HG	100	+	lncRNA	MIR4458HG	gencode	168509	chr5	8450700	8486930	MIR4458HG	100	+	ENSG00000247516.8	36229	36230	0.9999723985647254	36230	36231
chr5	8458842	8459183	AC091965.5	100	+	TEC	AC091965.5	gencode	168511	chr5	8458841	8459183	AC091965.5	100	+	ENSG00000279075.1	341	342	0.9970760233918129	342	343
chr5	9519853	9523178	AC027335.1	100	-	lncRNA	AC027335.1	gencode	168556	chr5	9519852	9523178	AC027335.1	100	-	ENSG00000250001.1	3325	3326	0.9996993385447985	3326	3327
chr5	9546200	9550609	SNHG18	100	+	lncRNA	SNHG18	gencode	168557	chr5	9546199	9550609	SNHG18	100	+	ENSG00000250786.2	4409	4410	0.9997732426303855	4410	4411
chr5	10195187	10197622	AC034229.3	100	-	lncRNA	AC034229.3	gencode	168598	chr5	10195186	10197622	AC034229.3	100	-	ENSG00000271998.1	2435	2436	0.9995894909688013	2436	2437
chr5	10203600	10204040	AC034229.4	100	-	lncRNA	AC034229.4	gencode	168600	chr5	10203599	10204040	AC034229.4	100	-	ENSG00000272417.1	440	441	0.9977324263038548	441	442
chr5	10352701	10353601	AC012640.2	100	-	lncRNA	AC012640.2	gencode	168626	chr5	10352700	10353601	AC012640.2	100	-	ENSG00000259802.1	900	901	0.9988901220865705	901	902
chr5	14661808	14664604	AC010491.1	100	-	lncRNA	AC010491.1	gencode	168878	chr5	14661807	14664604	AC010491.1	100	-	ENSG00000261360.1	2796	2797	0.9996424740793708	2797	2798
chr5	17089296	17217047	BASP1-AS1	100	-	lncRNA	BASP1-AS1	gencode	169061	chr5	17089295	17217047	BASP1-AS1	100	-	ENSG00000215196.5	127751	127752	0.9999921723338969	127752	127753
chr5	21323873	21341375	AC093274.1	100	-	lncRNA	AC093274.1	gencode	169242	chr5	21323872	21341375	AC093274.1	100	-	ENSG00000249359.3	17502	17503	0.9999428669370966	17503	17504
chr5	21493436	21494596	AC138951.2	100	+	TEC	AC138951.2	gencode	169249	chr5	21493435	21494596	AC138951.2	100	+	ENSG00000279107.1	1160	1161	0.9991386735572783	1161	1162
chr5	27217714	27496994	PURPL	100	+	lncRNA	PURPL	gencode	169432	chr5	27217713	27496994	PURPL	100	+	ENSG00000250337.7	279280	279281	0.9999964193769	279281	279282
chr5	32174471	32175272	AC025181.2	100	+	lncRNA	AC025181.2	gencode	169632	chr5	32174470	32175272	AC025181.2	100	+	ENSG00000272086.1	801	802	0.9987531172069826	802	803
chr5	33424025	33440619	AC034231.1	100	-	lncRNA	AC034231.1	gencode	169709	chr5	33424024	33440619	AC034231.1	100	-	ENSG00000249572.1	16594	16595	0.999939740885809	16595	16596
chr5	34105750	34106336	AC139792.2	100	-	TEC	AC139792.2	gencode	169764	chr5	34105749	34106336	AC139792.2	100	-	ENSG00000278900.1	586	587	0.9982964224872232	587	588
chr5	34124162	34124385	AC139792.3	100	-	TEC	AC139792.3	gencode	169765	chr5	34124161	34124385	AC139792.3	100	-	ENSG00000279995.1	223	224	0.9955357142857143	224	225
chr5	34837549	34839278	AC026801.2	100	-	lncRNA	AC026801.2	gencode	169842	chr5	34837548	34839278	AC026801.2	100	-	ENSG00000272323.1	1729	1730	0.999421965317919	1730	1731
chr5	36666214	36725195	AC008957.1	100	-	lncRNA	AC008957.1	gencode	169954	chr5	36666213	36725195	AC008957.1	100	-	ENSG00000250155.2	58981	58982	0.9999830456749517	58982	58983
chr5	36667717	36669958	AC008957.3	100	+	TEC	AC008957.3	gencode	169955	chr5	36667716	36669958	AC008957.3	100	+	ENSG00000279400.1	2241	2242	0.9995539696699376	2242	2243
chr5	37811589	37953827	GDNF-AS1	100	+	lncRNA	GDNF-AS1	gencode	170034	chr5	37811588	37953827	GDNF-AS1	100	+	ENSG00000248587.8	142238	142239	0.9999929695793699	142239	142240
chr5	38556765	38671216	LIFR-AS1	100	+	lncRNA	LIFR-AS1	gencode	170084	chr5	38556764	38671216	LIFR-AS1	100	+	ENSG00000244968.7	114451	114452	0.999991262712753	114452	114453
chr5	38682581	38845829	OSMR-AS1	100	-	lncRNA	OSMR-AS1	gencode	170094	chr5	38682580	38845829	OSMR-AS1	100	-	ENSG00000249740.3	163248	163249	0.9999938743882045	163249	163250
chr5	39520398	39524726	LINC02104	100	+	lncRNA	LINC02104	gencode	170129	chr5	39520397	39524726	LINC02104	100	+	ENSG00000271334.6	4328	4329	0.9997689997689998	4329	4330
chr5	41869927	41872241	OXCT1-AS1	100	+	lncRNA	OXCT1-AS1	gencode	170236	chr5	41869926	41872241	OXCT1-AS1	100	+	ENSG00000248668.3	2314	2315	0.9995680345572354	2315	2316
chr5	43013060	43067452	AC025171.1	100	-	lncRNA	AC025171.1	gencode	170312	chr5	43013059	43067452	AC025171.1	100	-	ENSG00000177738.4	54392	54393	0.9999816152813781	54393	54394
chr5	43033716	43034635	AC025171.5	100	+	lncRNA	AC025171.5	gencode	170314	chr5	43033715	43034635	AC025171.5	100	+	ENSG00000272382.1	919	920	0.9989130434782608	920	921
chr5	43041575	43054603	AC025171.2	100	+	lncRNA	AC025171.2	gencode	170317	chr5	43041574	43054603	AC025171.2	100	+	ENSG00000215068.8	13028	13029	0.9999232481387673	13029	13030
chr5	43061395	43062441	AC025171.4	100	+	lncRNA	AC025171.4	gencode	170321	chr5	43061394	43062441	AC025171.4	100	+	ENSG00000272144.1	1046	1047	0.9990448901623686	1047	1048
chr5	43483913	43509356	AC114956.2	100	+	lncRNA	AC114956.2	gencode	170347	chr5	43483912	43509356	AC114956.3	100	+	ENSG00000249492.2	25443	25444	0.9999606980034585	25444	25445
chr5	43586367	43587543	AC010435.1	100	-	TEC	AC010435.1	gencode	170360	chr5	43586366	43587543	AC010435.1	100	-	ENSG00000279557.1	1176	1177	0.9991503823279524	1177	1178
chr5	44388732	44413989	FGF10-AS1	100	+	lncRNA	FGF10-AS1	gencode	170388	chr5	44388731	44413989	FGF10-AS1	100	+	ENSG00000248464.1	25257	25258	0.9999604085834192	25258	25259
chr5	44826076	44828592	AC093297.2	100	+	lncRNA	AC093297.2	gencode	170413	chr5	44826075	44828592	AC093297.2	100	+	ENSG00000272335.1	2516	2517	0.9996027016289233	2517	2518
chr5	51372736	51383332	AC010478.1	100	-	lncRNA	AC010478.1	gencode	170506	chr5	51372735	51383332	AC010478.1	100	-	ENSG00000259663.2	10596	10597	0.9999056336699066	10597	10598
chr5	53109816	53127673	AC008966.1	100	+	lncRNA	AC008966.1	gencode	170572	chr5	53109815	53127673	AC008966.1	100	+	ENSG00000247796.3	17857	17858	0.999944002687871	17858	17859
chr5	53880293	53881051	AC025175.1	100	-	lncRNA	AC025175.1	gencode	170614	chr5	53880292	53881051	AC025175.1	100	-	ENSG00000272416.1	758	759	0.9986824769433466	759	760
chr5	55936143	55941727	AC008914.1	100	+	lncRNA	AC008914.1	gencode	170773	chr5	55936142	55941727	AC008914.1	100	+	ENSG00000262211.1	5584	5585	0.9998209489704566	5585	5586
chr5	55995167	56003649	FLJ31104	100	+	lncRNA	FLJ31104	gencode	170776	chr5	55995166	56003649	AC016596.1	100	+	ENSG00000227908.3	8482	8483	0.9998821171755276	8483	8484
chr5	56451627	56481946	LINC01948	100	-	lncRNA	LINC01948	gencode	170862	chr5	56451626	56481946	LINC01948	100	-	ENSG00000248727.6	30319	30320	0.999967018469657	30320	30321
chr5	56927874	56929573	AC008937.3	100	+	lncRNA	AC008937.3	gencode	170899	chr5	56927873	56929573	AC008937.3	100	+	ENSG00000271828.1	1699	1700	0.9994117647058823	1700	1701
chr5	60487713	60548813	PART1	100	+	lncRNA	PART1	gencode	171101	chr5	60487712	60548813	PART1	100	+	ENSG00000152931.8	61100	61101	0.9999836336557503	61101	61102
chr5	65020038	65020551	AC092354.2	100	+	lncRNA	AC092354.2	gencode	171312	chr5	65020037	65020551	AC092354.2	100	+	ENSG00000272370.1	513	514	0.9980544747081712	514	515
chr5	66662331	66662988	MAST4-IT1	100	+	lncRNA	MAST4-IT1	gencode	171458	chr5	66662330	66662988	MAST4-IT1	100	+	ENSG00000249057.1	657	658	0.9984802431610942	658	659
chr5	67001383	67003953	MAST4-AS1	100	-	lncRNA	MAST4-AS1	gencode	171474	chr5	67001382	67003953	MAST4-AS1	100	-	ENSG00000229666.1	2570	2571	0.999611046285492	2571	2572
chr5	67379378	67806600	AC112206.2	100	+	lncRNA	AC112206.2	gencode	171496	chr5	67379377	67806600	AC112206.2	100	+	ENSG00000249364.6	427222	427223	0.9999976593020506	427223	427224
chr5	67463809	67475592	AC079467.1	100	-	lncRNA	AC079467.1	gencode	171500	chr5	67463808	67475592	AC079467.1	100	-	ENSG00000250978.5	11783	11784	0.9999151391717583	11784	11785
chr5	67699429	67902600	AC106798.1	100	-	lncRNA	AC106798.1	gencode	171509	chr5	67699428	67902600	AC106798.1	100	-	ENSG00000250421.5	203171	203172	0.9999950780619377	203172	203173
chr5	68970692	69030165	LINC02198	100	-	lncRNA	LINC02198	gencode	171584	chr5	68970691	69030165	LINC02198	100	-	ENSG00000249352.4	59473	59474	0.9999831859299863	59474	59475
chr5	69038518	69043821	AC010273.3	100	-	lncRNA	AC010273.3	gencode	171586	chr5	69038517	69043821	AC010273.2	100	-	ENSG00000250237.1	5303	5304	0.9998114630467572	5304	5305
chr5	70449636	70450353	AC146944.3	100	+	lncRNA	AC146944.3	gencode	171652	chr5	70449635	70450353	AC146944.4	100	+	ENSG00000269983.1	717	718	0.9986072423398329	718	719
chr5	71337182	71446772	LINC02197	100	-	lncRNA	LINC02197	gencode	171675	chr5	71337181	71446772	LINC02197	100	-	ENSG00000250387.3	109590	109591	0.9999908751631065	109591	109592
chr5	72439903	72442387	AC093278.2	100	-	lncRNA	AC093278.2	gencode	171770	chr5	72439902	72442387	AC093278.2	100	-	ENSG00000261269.1	2484	2485	0.9995975855130784	2485	2486
chr5	72794405	72816565	AC035140.1	100	-	lncRNA	AC035140.1	gencode	171799	chr5	72794404	72816565	AC035140.1	100	-	ENSG00000249085.1	22160	22161	0.9999548756825053	22161	22162
chr5	73497550	73498293	AC099522.2	100	-	lncRNA	AC099522.2	gencode	171888	chr5	73497549	73498293	AC099522.2	100	-	ENSG00000272525.1	743	744	0.9986559139784946	744	745
chr5	74865893	74867854	AC010501.2	100	+	lncRNA	AC010501.2	gencode	171996	chr5	74865892	74867854	AC010501.1	100	+	ENSG00000271714.1	1961	1962	0.9994903160040775	1962	1963
chr5	75363760	75364242	AC008897.3	100	+	lncRNA	AC008897.3	gencode	172035	chr5	75363759	75364242	AC008897.3	100	+	ENSG00000271815.1	482	483	0.9979296066252588	483	484
chr5	75608817	75609983	AC010245.2	100	+	lncRNA	AC010245.2	gencode	172054	chr5	75608816	75609983	AC010245.2	100	+	ENSG00000272040.1	1166	1167	0.9991431019708654	1167	1168
chr5	77073881	77074520	AC008581.1	100	+	lncRNA	AC008581.1	gencode	172165	chr5	77073880	77074520	AC008581.1	100	+	ENSG00000250615.1	639	640	0.9984375	640	641
chr5	77086688	77166909	ZBED3-AS1	100	+	lncRNA	ZBED3-AS1	gencode	172168	chr5	77086687	77166909	ZBED3-AS1	100	+	ENSG00000250802.7	80221	80222	0.9999875345915086	80222	80223
chr5	78342365	78360507	SCAMP1-AS1	100	-	lncRNA	SCAMP1-AS1	gencode	172248	chr5	78342364	78360507	SCAMP1-AS1	100	-	ENSG00000245556.3	18142	18143	0.9999448823237612	18143	18144
chr5	80052374	80083654	CTD-2201I18.1	100	-	lncRNA	CTD-2201I18.1	gencode	172353	chr5	80052373	80083654	AC012636.1	100	-	ENSG00000249825.6	31280	31281	0.9999680317125411	31281	31282
chr5	80411231	80488095	AC008771.1	100	-	lncRNA	AC008771.1	gencode	172386	chr5	80411230	80488095	AC008771.1	100	-	ENSG00000249042.6	76864	76865	0.9999869901775841	76865	76866
chr5	80630313	80631590	AC008434.1	100	-	lncRNA	AC008434.1	gencode	172404	chr5	80630312	80631590	AC008434.1	100	-	ENSG00000249655.1	1277	1278	0.9992175273865415	1278	1279
chr5	81201341	81301565	CKMT2-AS1	100	-	lncRNA	CKMT2-AS1	gencode	172436	chr5	81201340	81301565	CKMT2-AS1	100	-	ENSG00000247572.8	100224	100225	0.9999900224494886	100225	100226
chr5	81991995	81992481	ATG10-IT1	100	+	lncRNA	ATG10-IT1	gencode	172474	chr5	81991994	81992481	ATG10-IT1	100	+	ENSG00000236447.2	486	487	0.997946611909651	487	488
chr5	83049376	83050964	AC104118.1	100	-	lncRNA	AC104118.1	gencode	172575	chr5	83049375	83050964	AC104118.1	100	-	ENSG00000271862.1	1588	1589	0.9993706733794839	1589	1590
chr5	84382424	84490765	EDIL3-DT	100	+	lncRNA	EDIL3-DT	gencode	172625	chr5	84382423	84490765	AC113383.1	100	+	ENSG00000250320.6	108341	108342	0.9999907699691717	108342	108343
chr5	88268891	88439337	TMEM161B-AS1	100	+	lncRNA	TMEM161B-AS1	gencode	172799	chr5	88268890	88439337	TMEM161B-AS1	100	+	ENSG00000247828.8	170446	170447	0.9999941330736241	170447	170448
chr5	88507546	88691057	LINC00461	100	-	lncRNA	LINC00461	gencode	172810	chr5	88507545	88691057	LINC00461	100	-	ENSG00000245526.11	183511	183512	0.9999945507650726	183512	183513
chr5	88883328	89466398	MEF2C-AS1	100	+	lncRNA	MEF2C-AS1	gencode	172829	chr5	88883327	89466398	MEF2C-AS1	100	+	ENSG00000248309.7	583070	583071	0.999998284943	583071	583072
chr5	90388468	90389363	AC093510.2	100	-	lncRNA	AC093510.2	gencode	172882	chr5	90388467	90389363	AC093510.2	100	-	ENSG00000260871.1	895	896	0.9988839285714286	896	897
chr5	90410000	90410669	AC093510.1	100	+	lncRNA	AC093510.1	gencode	172884	chr5	90409999	90410669	AC093510.1	100	+	ENSG00000255647.3	669	670	0.9985074626865672	670	671
chr5	91054834	91314547	LUCAT1	100	-	lncRNA	LUCAT1	gencode	172912	chr5	91054833	91314547	LUCAT1	100	-	ENSG00000248323.7	259713	259714	0.9999961496107257	259714	259715
chr5	91380349	91612566	ARRDC3-AS1	100	+	lncRNA	ARRDC3-AS1	gencode	172932	chr5	91380348	91612566	ARRDC3-AS1	100	+	ENSG00000281357.3	232217	232218	0.999995693701608	232218	232219
chr5	93360779	93585649	NR2F1-AS1	100	-	lncRNA	NR2F1-AS1	gencode	172994	chr5	93360778	93585649	NR2F1-AS1	100	-	ENSG00000237187.9	224870	224871	0.9999955530059457	224871	224872
chr5	93600357	93603598	AC106818.1	100	+	TEC	AC106818.1	gencode	173003	chr5	93600356	93603598	AC106818.1	100	+	ENSG00000278905.1	3241	3242	0.999691548426897	3242	3243
chr5	93860669	93863825	AC114980.1	100	-	lncRNA	AC114980.1	gencode	173018	chr5	93860668	93863825	AC114980.1	100	-	ENSG00000251023.1	3156	3157	0.9996832435856826	3157	3158
chr5	95701249	95732295	AC008840.1	100	-	lncRNA	AC008840.1	gencode	173073	chr5	95701248	95732295	AC008840.1	100	-	ENSG00000250240.6	31046	31047	0.9999677907688344	31047	31048
chr5	95838245	95860133	LINC01554	100	+	lncRNA	LINC01554	gencode	173081	chr5	95838244	95860133	LINC01554	100	+	ENSG00000236882.8	21888	21889	0.999954314952716	21889	21890
chr5	95962001	96631085	AC104123.1	100	+	lncRNA	AC104123.1	gencode	173099	chr5	95962000	96631085	AC104123.1	100	+	ENSG00000251314.2	669084	669085	0.9999985054215832	669085	669086
chr5	96050115	96215519	MIR583HG	100	+	lncRNA	MIR583HG	gencode	173103	chr5	96050114	96215519	MIR583HG	100	+	ENSG00000250551.1	165404	165405	0.999993954233548	165405	165406
chr5	96784777	96785999	AC008906.1	100	+	lncRNA	AC008906.1	gencode	173148	chr5	96784776	96785999	AC008906.1	100	+	ENSG00000248734.2	1222	1223	0.9991823385118561	1223	1224
chr5	96814028	96935809	AC009126.1	100	-	lncRNA	AC009126.1	gencode	173154	chr5	96814027	96935809	AC009126.1	100	-	ENSG00000247121.7	121781	121782	0.9999917886058695	121782	121783
chr5	97089075	97437217	LIX1-AS1	100	+	lncRNA	LIX1-AS1	gencode	173173	chr5	97089074	97437217	LIX1-AS1	100	+	ENSG00000251513.2	348142	348143	0.9999971276170999	348143	348144
chr5	97840912	97923497	LINC02234	100	+	lncRNA	LINC02234	gencode	173206	chr5	97840911	97923497	LINC02234	100	+	ENSG00000248202.2	82585	82586	0.9999878914101664	82586	82587
chr5	98769618	98773469	RGMB-AS1	100	-	lncRNA	RGMB-AS1	gencode	173253	chr5	98769617	98773469	RGMB-AS1	100	-	ENSG00000246763.7	3851	3852	0.9997403946002077	3852	3853
chr5	100428124	100535262	AC021086.1	100	-	lncRNA	AC021086.1	gencode	173329	chr5	100428123	100535262	AC021086.1	100	-	ENSG00000247877.7	107138	107139	0.9999906663306546	107139	107140
chr5	102604220	102671765	LINC00491	100	-	lncRNA	LINC00491	gencode	173424	chr5	102604219	102671765	LINC00491	100	-	ENSG00000250682.6	67545	67546	0.9999851952743316	67546	67547
chr5	108727825	108728260	LINC01023	100	-	lncRNA	LINC01023	gencode	173639	chr5	108727824	108728260	LINC01023	100	-	ENSG00000272523.1	435	436	0.9977064220183486	436	437
chr5	109237120	109326369	AC008467.1	100	-	lncRNA	AC008467.1	gencode	173661	chr5	109237119	109326369	AC008467.1	100	-	ENSG00000249476.2	89249	89250	0.9999887955182073	89250	89251
chr5	109687802	109688329	MAN2A1-DT	100	-	lncRNA	MAN2A1-DT	gencode	173688	chr5	109687801	109688329	AC012603.1	100	-	ENSG00000271849.1	527	528	0.9981060606060606	528	529
chr5	111277517	111302567	AC010275.1	100	-	lncRNA	AC010275.1	gencode	173744	chr5	111277516	111302567	AC010275.1	100	-	ENSG00000248268.1	25050	25051	0.9999600814338749	25051	25052
chr5	111510396	111739726	STARD4-AS1	100	+	lncRNA	STARD4-AS1	gencode	173754	chr5	111510395	111739726	STARD4-AS1	100	+	ENSG00000246859.3	229330	229331	0.9999956394905181	229331	229332
chr5	112160526	112164818	EPB41L4A-AS1	100	+	lncRNA	EPB41L4A-AS1	gencode	173778	chr5	112160525	112164818	EPB41L4A-AS1	100	+	ENSG00000224032.7	4292	4293	0.9997670626601444	4293	4294
chr5	112419583	112420978	EPB41L4A-DT	100	+	lncRNA	EPB41L4A-DT	gencode	173795	chr5	112419582	112420978	EPB41L4A-DT	100	+	ENSG00000278921.2	1395	1396	0.9992836676217765	1396	1397
chr5	113323028	113437174	AC079465.1	100	+	lncRNA	AC079465.1	gencode	173872	chr5	113323027	113437174	AC079465.1	100	+	ENSG00000232633.4	114146	114147	0.9999912393667815	114147	114148
chr5	115148764	115149644	TRIM36-IT1	100	-	lncRNA	TRIM36-IT1	gencode	173932	chr5	115148763	115149644	TRIM36-IT1	100	-	ENSG00000250472.1	880	881	0.9988649262202043	881	882
chr5	115262505	115263448	AC008494.3	100	+	lncRNA	AC008494.3	gencode	173943	chr5	115262504	115263448	AC008494.3	100	+	ENSG00000271797.1	943	944	0.9989406779661016	944	945
chr5	115602057	115623897	AC010226.1	100	+	lncRNA	AC010226.1	gencode	173980	chr5	115602056	115623897	AC010226.1	100	+	ENSG00000249249.2	21840	21841	0.9999542145506158	21841	21842
chr5	115691462	115692167	AC008549.2	100	-	lncRNA	AC008549.2	gencode	173986	chr5	115691461	115692167	AC008549.2	100	-	ENSG00000249021.1	705	706	0.9985835694050992	706	707
chr5	116083807	116085416	AC034236.2	100	-	lncRNA	AC034236.2	gencode	174013	chr5	116083806	116085416	AC034236.2	100	-	ENSG00000271918.1	1609	1610	0.9993788819875776	1610	1611
chr5	116447547	116508276	SEMA6A-AS1	100	+	lncRNA	SEMA6A-AS1	gencode	174043	chr5	116447546	116508276	SEMA6A-AS1	100	+	ENSG00000248445.5	60729	60730	0.9999835336736375	60730	60731
chr5	117415509	117546298	LINC00992	100	+	lncRNA	LINC00992	gencode	174081	chr5	117415508	117546298	LINC00992	100	+	ENSG00000248663.6	130789	130790	0.9999923541555165	130790	130791
chr5	117730515	118266267	LINC02147	100	+	lncRNA	LINC02147	gencode	174086	chr5	117730514	118266267	LINC02147	100	+	ENSG00000249797.2	535752	535753	0.9999981334682214	535753	535754
chr5	118000253	118562199	LINC02208	100	-	lncRNA	LINC02208	gencode	174091	chr5	118000252	118562199	LINC02208	100	-	ENSG00000250891.2	561946	561947	0.9999982204727492	561947	561948
chr5	120781218	120790778	AC114284.1	100	+	lncRNA	AC114284.1	gencode	174300	chr5	120781217	120790778	AC114284.1	100	+	ENSG00000248927.1	9560	9561	0.9998954084300805	9561	9562
chr5	122832356	122834533	AC008669.1	100	+	lncRNA	AC008669.1	gencode	174389	chr5	122832355	122834533	AC008669.1	100	+	ENSG00000260686.1	2177	2178	0.9995408631772268	2178	2179
chr5	123036271	123054667	PPIC-AS1	100	+	lncRNA	PPIC-AS1	gencode	174408	chr5	123036270	123054667	AC106786.2	100	+	ENSG00000249996.1	18396	18397	0.9999456433114094	18397	18398
chr5	124734618	124735175	AC113398.2	100	-	lncRNA	AC113398.2	gencode	174490	chr5	124734617	124735175	AC113398.2	100	-	ENSG00000251456.1	557	558	0.9982078853046595	558	559
chr5	126496279	126498604	AC093535.2	100	+	TEC	AC093535.2	gencode	174541	chr5	126496278	126498604	AC093535.2	100	+	ENSG00000279118.1	2325	2326	0.9995700773860705	2326	2327
chr5	127939152	128083172	LINC01184	100	-	lncRNA	LINC01184	gencode	174658	chr5	127939151	128083172	LINC01184	100	-	ENSG00000245937.8	144020	144021	0.9999930565681394	144021	144022
chr5	129424782	129461076	ADAMTS19-AS1	100	-	lncRNA	ADAMTS19-AS1	gencode	174715	chr5	129424781	129461076	ADAMTS19-AS1	100	-	ENSG00000249421.2	36294	36295	0.9999724479955917	36295	36296
chr5	131797415	131797929	AC005593.1	100	+	TEC	AC005593.1	gencode	174798	chr5	131797414	131797929	AC005593.1	100	+	ENSG00000279584.1	514	515	0.9980582524271845	515	516
chr5	132311285	132370170	MIR3936HG	100	-	lncRNA	MIR3936HG	gencode	174866	chr5	132311284	132370170	MIR3936HG	100	-	ENSG00000233006.8	58885	58886	0.999983018034847	58886	58887
chr5	132410636	132488702	IRF1-AS1	100	+	lncRNA	IRF1-AS1	gencode	174875	chr5	132410635	132488702	C5orf56	100	+	ENSG00000197536.11	78066	78067	0.9999871904902199	78067	78068
chr5	132419416	132426714	LINC02863	100	-	lncRNA	LINC02863	gencode	174877	chr5	132419415	132426714	AC116366.2	100	-	ENSG00000238160.1	7298	7299	0.9998629949308124	7299	7300
chr5	134005147	134005562	AC008608.2	100	+	lncRNA	AC008608.2	gencode	175088	chr5	134005146	134005562	AC008608.2	100	+	ENSG00000271737.1	415	416	0.9975961538461539	416	417
chr5	134226410	134227827	AC104109.2	100	+	lncRNA	AC104109.2	gencode	175124	chr5	134226409	134227827	AC104109.2	100	+	ENSG00000270177.1	1417	1418	0.9992947813822285	1418	1419
chr5	134394360	134395008	AC109454.4	100	-	TEC	AC109454.4	gencode	175134	chr5	134394359	134395008	AC109454.4	100	-	ENSG00000279469.1	648	649	0.9984591679506933	649	650
chr5	134506552	134509229	LINC01843	100	+	lncRNA	LINC01843	gencode	175154	chr5	134506551	134509229	LINC01843	100	+	ENSG00000251169.2	2677	2678	0.9996265870052278	2678	2679
